TRIP
DATE 1970-01-01

DECLINATION	0.00
DATA
-3.9964128	15.176274	-4.185707	16.524952
-3.9964128	15.176274	-2.4185297	15.371243
-3.9964128	15.176274	-1.4217286	15.1803055
-3.9964128	15.176274	-1.3738322	14.451254
-3.9964128	15.176274	-1.697973	13.392559
-3.9964128	15.176274	-2.6040087	13.103954
-3.9964128	15.176274	-2.9771147	11.844927
-3.9964128	15.176274	-3.5588822	10.209578
-3.9964128	15.176274	-3.652723	14.56723
-3.9964128	15.176274	-3.0267172	13.3498955
-3.9964128	15.176274	-2.8901172	12.899391
-3.9964128	15.176274	-3.642901	9.131325
-3.642901	9.131325	-5.809383	12.673616
-3.642901	9.131325	-3.4891849	8.994974
-3.642901	9.131325	-5.550301	12.382422
-3.642901	9.131325	-4.3138585	10.510006
-3.642901	9.131325	-3.6915205	9.270689
POLYLINE BLACK
0.6403513	0.044750214
0.6403513	0.044750214
POLYLINE BLACK
1.2313362	-3.7440886
1.2313362	-3.7440886
POLYLINE RED
-2.7969527	-5.7568545
-2.5769901	-5.5672317
-2.4935563	-5.559646
-2.0612164	-5.2941747
-1.2268763	-4.8542495
-0.7262721	-4.505344
-0.51389456	-4.4446645
-0.17257357	-4.2853813
0.52523804	-3.898551
1.0865216	-3.7620225
1.3823328	-3.6254945
1.7464089	-3.5117207
2.5428243	-3.473796
2.7400322	-3.3903618
2.9448247	-3.2462487
3.2406359	-2.9807768
3.8853536	-2.5180974
4.567995	-1.8733797
4.704524	-1.714097
4.97758	-1.1983228
5.1747885	-0.6294546
5.2278824	0.21247053
5.265807	0.3793385
5.303732	0.42484784
POLYLINE BLACK
0.67244244	-3.6414127
0.79975605	-3.6984844
0.84365726	-3.7950673
0.92267966	-4.049695
1.0895045	-4.3131022
1.1509662	-4.5282183
1.1465762	-4.721384
1.111455	-4.804796
1.0324328	-4.9233303
0.98414135	-5.1428366
0.9753611	-5.5994096
1.0236526	-5.726723
1.0675538	-5.796965
1.2036476	-5.9594
1.2914503	-6.0954943
1.348522	-6.407193
1.348522	-6.6749907
1.3792529	-6.7979145
1.4451046	-6.9340076
1.5197368	-7.034981
1.7085123	-7.4520435
1.769974	-7.5530157
1.7875347	-7.5705767
1.8094852	-7.5705767
POLYLINE BLACK
2.6436095	-3.3516645
2.66995	-3.4877584
2.66995	-3.997013
2.6172686	-4.291152
2.6128786	-4.4228554
2.4504437	-4.8706484
2.4416635	-5.0418634
2.5075154	-5.1252756
2.5426364	-5.2086883
2.568977	-5.3184414
2.7489724	-5.6564813
2.867506	-6.0208616
2.9421382	-6.187687
2.981649	-6.4028025
2.9772592	-6.9383984
3.324079	-7.359851
POLYLINE BLACK
1.6313212	-7.4763837
1.7691946	-7.5453205
1.7655663	-7.538064
